model,method,run_id,case_id,run_file,valid,path,issues
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_78_class_campaign_version_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_78_class_campaign_version_2/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Adverts Prepared, Adverts Running, CS3, CS4, CS5, CS6, CS7, CS8, CS9, Campaign Archived, Campaign Completed, Campaign Not Started, Campaign Started, Payment Settled | orphan_states_detected | orphan: Campaign Not Started"
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_80_staff_member_class,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_80_staff_member_class/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Archived, Assigned | orphan_states_detected | orphan: Archived, Assigned"
Mistral,Few-shot,open_source__mistral__few_shot,case_01_healthcare_portal,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_01_healthcare_portal/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Registration Failure, Registration Success | orphan_states_detected | orphan: Registration Failure, Registration Success | choice_node_without_guarded_outgoing_transitions (LoginDecision) | choice_node_without_guarded_outgoing_transitions (Registration)"
Mistral,Few-shot,open_source__mistral__few_shot,case_02_inventory,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_02_inventory/run_01.puml,"unreachable_states_detected | unreachable: CalculatingDiscountAndTax, GeneratingInvoice, GeneratingReceipt, OrderingSupplier, PendingOrder, RecordingCustomerRequest, ReplacingOrCancellingReceipt, SelectingItemsForPurchase, ViewingTransactionSummary"
Mistral,Few-shot,open_source__mistral__few_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_15_e_ticketing_for_bus,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_15_e_ticketing_for_bus/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_16_weather_monitoring_system/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | multiple_initial_state_transitions (Registration, SuccessfulRegistration, SuccessfulLogin, ValidLocation, Temperature, Alerts) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: DewPoint, FuturePrediction, Graph, Humidity, InvalidRegistration, Pressure, Rainfall, WeeklyAnalysis"
Mistral,Few-shot,open_source__mistral__few_shot,case_18_digidoclocker,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_18_digidoclocker/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Apply for Certificate, ApplyCertificate, Citizen Home, Citizen Login, Citizen Register, CitizenHome, CitizenRegister, Multiple Certificates, Registrar Login, Registrar Request, RegistrarRequest, Upload Documents, UploadDocs | choice_node_without_outgoing_transitions (CitizenRegister) | choice_node_without_outgoing_transitions (RegistrarRequest)"
Mistral,Few-shot,open_source__mistral__few_shot,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_28_ott_based_system_mini_reel/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,"unreachable_states_detected | unreachable: Approved, CancelApplication, CheckDocument, CreateAccount, GiveFeedback, LoggedIn, Logout, ModifyDetails, Rejected, ViewDetails | orphan_states_detected | orphan: CreateAccount, LoggedIn"
Mistral,Few-shot,open_source__mistral__few_shot,case_33_farm_management_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_33_farm_management_system/run_01.puml,"unreachable_states_detected | unreachable: LabourAvailability, LabourDetails, Logout, SoilInfo, SoilSuggestions, UsingService, WeatherDetails, WeatherInsights"
Mistral,Few-shot,open_source__mistral__few_shot,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_34_green_rides/run_01.puml,"multiple_initial_state_transitions (EnterCredentials, ProvideFeedback, Start) | orphan_states_detected | orphan: Accident Handling, Driving Mode, Feedback | choice_node_without_guarded_outgoing_transitions (Start)"
Mistral,Few-shot,open_source__mistral__few_shot,case_37_online_quiz_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_37_online_quiz_system/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Answer the quiz, Create a new quiz, Edit an existing quiz, MergeLogin, Post a quiz for students, Save a quiz, Select a quiz, Student Login, StudentNotification, Submit the quiz, Teacher Login, TeacherDashboard, View quiz results, View result | choice_node_without_guarded_outgoing_transitions (MergeLogin)"
Mistral,Few-shot,open_source__mistral__few_shot,case_39_website_development,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_39_website_development/run_01.puml,"unreachable_states_detected | unreachable: Internship Application, Job Application | orphan_states_detected | orphan: Job Application"
Mistral,Few-shot,open_source__mistral__few_shot,case_41_video_suggestion_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_41_video_suggestion_system/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_45_alarm_clock,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_45_alarm_clock/run_01.puml,missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1)
Mistral,Few-shot,open_source__mistral__few_shot,case_46_digital_watch,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_46_digital_watch/run_01.puml,missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: LightOn
Mistral,Few-shot,open_source__mistral__few_shot,case_47_safehome_security_function,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_47_safehome_security_function/run_01.puml,"multiple_initial_state_transitions (StartupCheck, CheckComponents, SensorTriggered) | orphan_states_detected | orphan: Ready to Use, Startup Check"
Mistral,Few-shot,open_source__mistral__few_shot,case_51_process_sale,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_51_process_sale/run_01.puml,missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_52_microwave_oven,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_52_microwave_oven/run_01.puml,"unreachable_states_detected | unreachable: Cancel, Display Current Time, Door Open, DoorOpen, FullPower, HalfPower, PowerLevel, TimeInput, User Input | orphan_states_detected | orphan: Display Current Time, Door Open, TimeInput"
Mistral,Few-shot,open_source__mistral__few_shot,case_54_weather_station_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_54_weather_station_system/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_59_atm_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_59_atm_1/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_60_atm_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_60_atm_2/run_01.puml,missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_65_plane,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_65_plane/run_01.puml,"unreachable_states_detected | unreachable: Out of Service, Withdrawn"
Mistral,Few-shot,open_source__mistral__few_shot,case_67_atm_many_scenarios_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_67_atm_many_scenarios_1/run_01.puml,"missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Cancel Transaction, Card Inserted, Complete Transaction, Dispense Cash, Idle, Invalid Card, Invalid PIN, PIN Entered, PIN Verified, Withdrawal"
Mistral,Few-shot,open_source__mistral__few_shot,case_70_atm_many_scenarios_7,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_70_atm_many_scenarios_7/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: CheckingInformation, CheckingPIN, Dispensing, Ejecting, InsertingCard, InvalidPIN, MakingTransfer, Options, ProcessingWithdrawal, ReturnCard, SecurityHold, Terminating, ValidPIN, Withdrawal | orphan_states_detected | orphan: InsertingCard"
Mistral,Few-shot,open_source__mistral__few_shot,case_75_graderate,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_75_graderate/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,Few-shot,open_source__mistral__few_shot,case_78_class_campaign_version_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_78_class_campaign_version_2/run_01.puml,"unreachable_states_detected | unreachable: Archive, BalanceSettlement, Completion, FinalStatement, Paid, Payment, Refund"
Mistral,Few-shot,open_source__mistral__few_shot,case_80_staff_member_class,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_80_staff_member_class/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_01_healthcare_portal,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_01_healthcare_portal/run_01.puml,unreachable_states_detected | unreachable: Feedback collection | orphan_states_detected | orphan: Feedback collection
Mistral,One-shot,open_source__mistral__one_shot,case_02_inventory,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_02_inventory/run_01.puml,"multiple_initial_state_transitions (InventoryState, AddGoods) | missing_final_state_transition (state --> [*])"
Mistral,One-shot,open_source__mistral__one_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,"multiple_initial_state_transitions (NoCategorySelected, NoPriceRangeSelected, EmptyResults) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: 2 Price Range Selection, Search Results"
Mistral,One-shot,open_source__mistral__one_shot,case_15_e_ticketing_for_bus,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_15_e_ticketing_for_bus/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: AM2, AccountManagement, Logged In, Registering, TicketStatus | orphan_states_detected | orphan: AccountManagement, Logged In, Registering, TicketStatus"
Mistral,One-shot,open_source__mistral__one_shot,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_16_weather_monitoring_system/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Account Creation/Login, Additional Details, AdditionalDetails, AlertsCheck, DewPointCheck, EndLogin, EndRegistration, EndWeather, FuturePredictionCheck, GraphCheck, HumidityCheck, LocationCheck, PressureCheck, RainfallCheck, Registration, SuccessfulLogin, SuccessfulRegistration, TemperatureCheck, UnsuccessfulLogin, UnsuccessfulRegistration, Weather Check, Weather Information Display, WeatherInformation, WeeklyAnalysisCheck | orphan_states_detected | orphan: Additional Details, Registration, Weather Information Display | choice_node_without_outgoing_transitions (AlertsCheck) | choice_node_without_outgoing_transitions (DewPointCheck) | choice_node_without_outgoing_transitions (FuturePredictionCheck) | choice_node_without_outgoing_transitions (GraphCheck) | choice_node_without_outgoing_transitions (HumidityCheck) | choice_node_without_outgoing_transitions (PressureCheck) | choice_node_without_outgoing_transitions (RainfallCheck) | choice_node_without_outgoing_transitions (TemperatureCheck) | choice_node_without_outgoing_transitions (WeeklyAnalysisCheck)"
Mistral,One-shot,open_source__mistral__one_shot,case_18_digidoclocker,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_18_digidoclocker/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,One-shot,open_source__mistral__one_shot,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_28_ott_based_system_mini_reel/run_01.puml,missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: LikesList | orphan_states_detected | orphan: LikesList
Mistral,One-shot,open_source__mistral__one_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,unreachable_states_detected | unreachable: StatusChecking | orphan_states_detected | orphan: StatusChecking | choice_node_without_guarded_outgoing_transitions (Choice1)
Mistral,One-shot,open_source__mistral__one_shot,case_33_farm_management_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_33_farm_management_system/run_01.puml,unreachable_states_detected | unreachable: Logout
Mistral,One-shot,open_source__mistral__one_shot,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_34_green_rides/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: A, Accident, Activate Driving Mode, Choose Other Options, D, Destination Selection, EndCommunication, F, Feedback, H, Hungry, Inform Authorities, Place Order, Provide Feedback, Send Notifications | orphan_states_detected | orphan: A, Accident, Activate Driving Mode, D, Destination Selection, Feedback, H, Hungry, Place Order"
Mistral,One-shot,open_source__mistral__one_shot,case_37_online_quiz_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_37_online_quiz_system/run_01.puml,missing_initial_state_transition ([*] --> state) | choice_node_without_guarded_outgoing_transitions (Choice1)
Mistral,One-shot,open_source__mistral__one_shot,case_39_website_development,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_39_website_development/run_01.puml,"multiple_initial_state_transitions (Navigate, OpportunitySelected) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Career Opportunities, Homepage, Job Application, ProjectDetails, Projects, SubmitApplication"
Mistral,One-shot,open_source__mistral__one_shot,case_41_video_suggestion_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_41_video_suggestion_system/run_01.puml,"unreachable_states_detected | unreachable: Adding details, Gathering videos, Identifying User, Receiving a video suggestion request, Sending suggested videos"
Mistral,One-shot,open_source__mistral__one_shot,case_45_alarm_clock,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_45_alarm_clock/run_01.puml,missing_final_state_transition (state --> [*])
Mistral,One-shot,open_source__mistral__one_shot,case_46_digital_watch,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_46_digital_watch/run_01.puml,missing_final_state_transition (state --> [*]) | choice_node_without_guarded_outgoing_transitions (AlarmOnOff) | choice_node_without_guarded_outgoing_transitions (TimeChoice)
Mistral,One-shot,open_source__mistral__one_shot,case_47_safehome_security_function,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_47_safehome_security_function/run_01.puml,missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*])
Mistral,One-shot,open_source__mistral__one_shot,case_51_process_sale,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_51_process_sale/run_01.puml,choice_node_without_guarded_outgoing_transitions (Choice1)
Mistral,One-shot,open_source__mistral__one_shot,case_52_microwave_oven,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_52_microwave_oven/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: CancelCookingProcess, ChoosePowerLevel, CookingProcess, DoorOpenDuringOperation, SetCookingTime, StopImmediate, StopImmediately | orphan_states_detected | orphan: CancelCookingProcess, ChoosePowerLevel, CookingProcess, DoorOpenDuringOperation, SetCookingTime, StopImmediate, StopImmediately | choice_node_without_outgoing_transitions (ChoosePowerLevel) | choice_node_without_outgoing_transitions (DoorOpenDuringOperation)"
Mistral,One-shot,open_source__mistral__one_shot,case_54_weather_station_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_54_weather_station_system/run_01.puml,"unreachable_states_detected | unreachable: ControlledMode, DataCollection, ReturnControlledMode, Shutdown, ShutdownCondition, StatusChecking, SummaryPreparation | orphan_states_detected | orphan: DataCollection, ReturnControlledMode, StatusChecking, SummaryPreparation | choice_node_without_guarded_outgoing_transitions (ConfigurationMode) | choice_node_without_outgoing_transitions (ControlledMode) | choice_node_without_outgoing_transitions (DataCollection) | choice_node_without_guarded_outgoing_transitions (RunningState) | choice_node_without_outgoing_transitions (ShutdownCondition) | choice_node_without_guarded_outgoing_transitions (StartRunning) | choice_node_without_outgoing_transitions (StatusChecking) | choice_node_without_outgoing_transitions (SummaryPreparation)"
Mistral,One-shot,open_source__mistral__one_shot,case_59_atm_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_59_atm_1/run_01.puml,missing_final_state_transition (state --> [*]) | choice_node_without_guarded_outgoing_transitions (J1)
Mistral,One-shot,open_source__mistral__one_shot,case_60_atm_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_60_atm_2/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_65_plane,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_65_plane/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Condition, Maintenance, MaintenanceNeeded, Operations, ScheduledFlights, Service"
Mistral,One-shot,open_source__mistral__one_shot,case_67_atm_many_scenarios_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_67_atm_many_scenarios_1/run_01.puml,"multiple_initial_state_transitions (InsertedCard, WithdrawalRequest)"
Mistral,One-shot,open_source__mistral__one_shot,case_70_atm_many_scenarios_7,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_70_atm_many_scenarios_7/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: CardRetrieval, IncorrectPIN, InvalidCard, OptionsDisplay, PinChecking"
Mistral,One-shot,open_source__mistral__one_shot,case_75_graderate,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_75_graderate/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Active, Archived, Expired | orphan_states_detected | orphan: Active, Archived, Expired"
Mistral,One-shot,open_source__mistral__one_shot,case_78_class_campaign_version_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_78_class_campaign_version_2/run_01.puml,"unreachable_states_detected | unreachable: Adjust Campaign, Approve and Schedule Adverts, Archive Campaign, Assign Manager and Staff, Complete Campaign, Handle Payment, Mark Campaign as Paid, Prepare Adverts, Run Adverts, Sign Contract, Wait for Approval, Wait for Balance Settlement"
Mistral,One-shot,open_source__mistral__one_shot,case_80_staff_member_class,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_80_staff_member_class/run_01.puml,choice_node_without_guarded_outgoing_transitions (J1) | choice_node_without_guarded_outgoing_transitions (J2) | choice_node_without_guarded_outgoing_transitions (J3)
Mistral,RAG,open_source__mistral__rag,case_01_healthcare_portal,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_01_healthcare_portal/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Entering Damaged parts list, Expiry Notification page, Logout, Service Center Login, Service Center Registration, Service Center Verification, Service center Home, Updating parts Information | orphan_states_detected | orphan: Entering Damaged parts list, Expiry Notification page, Logout, Service Center Login, Service Center Registration, Service Center Verification, Service center Home, Updating parts Information | choice_node_without_outgoing_transitions (OwnerJoin) | choice_node_without_outgoing_transitions (ServiceJoin)"
Mistral,RAG,open_source__mistral__rag,case_02_inventory,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_02_inventory/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,RAG,open_source__mistral__rag,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,"multiple_initial_state_transitions (ChooseUserType, EnterDetails, ChoiceProfile) | orphan_states_detected | orphan: New User Registration | choice_node_without_outgoing_transitions (EndInvalid)"
Mistral,RAG,open_source__mistral__rag,case_15_e_ticketing_for_bus,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_15_e_ticketing_for_bus/run_01.puml,"multiple_initial_state_transitions (LoggedIn, Dashboard)"
Mistral,RAG,open_source__mistral__rag,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_16_weather_monitoring_system/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | unreachable_states_detected | unreachable: BuyMedicines, NoOfDeathsInTheLocality, PrescribeMedicinesIfNeeded, StockUp, UpdateStatusOfCleanliness, ViewDataSharedByDoctor, ViewMaskDemand, ViewNumberOfInfectedPeopleInTheLocality, ViewPatientInfo | orphan_states_detected | orphan: BuyMedicines, NoOfDeathsInTheLocality, PrescribeMedicinesIfNeeded, StockUp, UpdateStatusOfCleanliness, ViewDataSharedByDoctor, ViewMaskDemand, ViewNumberOfInfectedPeopleInTheLocality, ViewPatientInfo | choice_node_without_guarded_outgoing_transitions (J1) | choice_node_without_guarded_outgoing_transitions (J2)"
Mistral,RAG,open_source__mistral__rag,case_18_digidoclocker,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_18_digidoclocker/run_01.puml,"multiple_initial_state_transitions (LoggedIn, Dashboard, EnterMemberDetails, EnterMemberID) | orphan_states_detected | orphan: MemberRegistration"
Mistral,RAG,open_source__mistral__rag,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_28_ott_based_system_mini_reel/run_01.puml,plantuml_syntax_error: Some diagram description contains errors | choice_node_without_guarded_outgoing_transitions (AdminChoice) | choice_node_without_guarded_outgoing_transitions (EditorChoice) | choice_node_without_outgoing_transitions (EndJoin) | choice_node_without_guarded_outgoing_transitions (ReadFeedbackChoice) | choice_node_without_guarded_outgoing_transitions (StartChoice)
Mistral,RAG,open_source__mistral__rag,case_32_e_visa_processing_and_follow_up_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_32_e_visa_processing_and_follow_up_system/run_01.puml,"multiple_initial_state_transitions (LoggedIn, Dashboard)"
Mistral,RAG,open_source__mistral__rag,case_33_farm_management_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_33_farm_management_system/run_01.puml,"multiple_initial_state_transitions (LoggedIn, Dashboard)"
Mistral,RAG,open_source__mistral__rag,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_34_green_rides/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: ExpiryNotification, Logout, ServiceCenterHome"
Mistral,RAG,open_source__mistral__rag,case_37_online_quiz_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_37_online_quiz_system/run_01.puml,"multiple_initial_state_transitions (RegEnterDetails, AuthEnterMemberID, EnterBookDetails, GetEnterBookID, BuyEnterBookID, StartJoin) | duplicate_transitions_detected (1) | choice_node_without_outgoing_transitions (BuyNotPaidEnd) | choice_node_without_guarded_outgoing_transitions (StartJoin)"
