model,method,run_id,case_id,run_file,valid,path,issues
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_60_atm_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_60_atm_2/run_01.puml,
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_65_plane,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_65_plane/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_67_atm_many_scenarios_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_67_atm_many_scenarios_1/run_01.puml,
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_70_atm_many_scenarios_7,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_70_atm_many_scenarios_7/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_75_graderate,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_75_graderate/run_01.puml,
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_78_class_campaign_version_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_78_class_campaign_version_2/run_01.puml,
Llama 3.1 8B Instruct,RAG [theory only],open_source__llama31_8b_instruct__rag__theory_only,case_80_staff_member_class,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__rag__theory_only/case_80_staff_member_class/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_01_healthcare_portal,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_01_healthcare_portal/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_02_inventory,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_02_inventory/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_15_e_ticketing_for_bus,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_15_e_ticketing_for_bus/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_16_weather_monitoring_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_18_digidoclocker,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_18_digidoclocker/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_28_ott_based_system_mini_reel/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_33_farm_management_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_33_farm_management_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_34_green_rides/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_37_online_quiz_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_37_online_quiz_system/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_39_website_development,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_39_website_development/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_41_video_suggestion_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_41_video_suggestion_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_45_alarm_clock,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_45_alarm_clock/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_46_digital_watch,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_46_digital_watch/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_47_safehome_security_function,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_47_safehome_security_function/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_51_process_sale,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_51_process_sale/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_52_microwave_oven,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_52_microwave_oven/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_54_weather_station_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_54_weather_station_system/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_59_atm_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_59_atm_1/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_60_atm_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_60_atm_2/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_65_plane,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_65_plane/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_67_atm_many_scenarios_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_67_atm_many_scenarios_1/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_70_atm_many_scenarios_7,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_70_atm_many_scenarios_7/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_75_graderate,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_75_graderate/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_78_class_campaign_version_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_78_class_campaign_version_2/run_01.puml,
Llama 3.1 8B Instruct,Zero-shot,open_source__llama31_8b_instruct__zero_shot,case_80_staff_member_class,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__zero_shot/case_80_staff_member_class/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,Few-shot,open_source__mistral__few_shot,case_01_healthcare_portal,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_01_healthcare_portal/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_02_inventory,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_02_inventory/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_15_e_ticketing_for_bus,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_15_e_ticketing_for_bus/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_16_weather_monitoring_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,Few-shot,open_source__mistral__few_shot,case_18_digidoclocker,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_18_digidoclocker/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_28_ott_based_system_mini_reel,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_28_ott_based_system_mini_reel/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_33_farm_management_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_33_farm_management_system/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_34_green_rides,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_34_green_rides/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_37_online_quiz_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_37_online_quiz_system/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_39_website_development,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_39_website_development/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_41_video_suggestion_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_41_video_suggestion_system/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_45_alarm_clock,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_45_alarm_clock/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_46_digital_watch,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_46_digital_watch/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_47_safehome_security_function,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_47_safehome_security_function/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_51_process_sale,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_51_process_sale/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_52_microwave_oven,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_52_microwave_oven/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_54_weather_station_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_54_weather_station_system/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_59_atm_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_59_atm_1/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_60_atm_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_60_atm_2/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_65_plane,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_65_plane/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_67_atm_many_scenarios_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_67_atm_many_scenarios_1/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_70_atm_many_scenarios_7,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_70_atm_many_scenarios_7/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_75_graderate,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_75_graderate/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_78_class_campaign_version_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_78_class_campaign_version_2/run_01.puml,
Mistral,Few-shot,open_source__mistral__few_shot,case_80_staff_member_class,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__few_shot/case_80_staff_member_class/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_01_healthcare_portal,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_01_healthcare_portal/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_02_inventory,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_02_inventory/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_15_e_ticketing_for_bus,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_15_e_ticketing_for_bus/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,One-shot,open_source__mistral__one_shot,case_16_weather_monitoring_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_16_weather_monitoring_system/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_18_digidoclocker,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_18_digidoclocker/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_28_ott_based_system_mini_reel,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_28_ott_based_system_mini_reel/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_33_farm_management_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_33_farm_management_system/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_34_green_rides/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,One-shot,open_source__mistral__one_shot,case_37_online_quiz_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_37_online_quiz_system/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_39_website_development,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_39_website_development/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_41_video_suggestion_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_41_video_suggestion_system/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_45_alarm_clock,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_45_alarm_clock/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_46_digital_watch,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_46_digital_watch/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_47_safehome_security_function,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_47_safehome_security_function/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_51_process_sale,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_51_process_sale/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_52_microwave_oven,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_52_microwave_oven/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_54_weather_station_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_54_weather_station_system/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_59_atm_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_59_atm_1/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_60_atm_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_60_atm_2/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_65_plane,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_65_plane/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,One-shot,open_source__mistral__one_shot,case_67_atm_many_scenarios_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_67_atm_many_scenarios_1/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_70_atm_many_scenarios_7,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_70_atm_many_scenarios_7/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_75_graderate,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_75_graderate/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,One-shot,open_source__mistral__one_shot,case_78_class_campaign_version_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_78_class_campaign_version_2/run_01.puml,
Mistral,One-shot,open_source__mistral__one_shot,case_80_staff_member_class,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__one_shot/case_80_staff_member_class/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_01_healthcare_portal,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_01_healthcare_portal/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_02_inventory,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_02_inventory/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,RAG,open_source__mistral__rag,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_15_e_ticketing_for_bus,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_15_e_ticketing_for_bus/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_16_weather_monitoring_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,RAG,open_source__mistral__rag,case_18_digidoclocker,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_18_digidoclocker/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_28_ott_based_system_mini_reel/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,RAG,open_source__mistral__rag,case_32_e_visa_processing_and_follow_up_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_32_e_visa_processing_and_follow_up_system/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_33_farm_management_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_33_farm_management_system/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_34_green_rides/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,RAG,open_source__mistral__rag,case_37_online_quiz_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_37_online_quiz_system/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_39_website_development,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_39_website_development/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_41_video_suggestion_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_41_video_suggestion_system/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_45_alarm_clock,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_45_alarm_clock/run_01.puml,
Mistral,RAG,open_source__mistral__rag,case_46_digital_watch,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_46_digital_watch/run_01.puml,plantuml_syntax_error: Some diagram description contains errors
Mistral,RAG,open_source__mistral__rag,case_47_safehome_security_function,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__mistral__rag/case_47_safehome_security_function/run_01.puml,
